Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Devil's Spit,faint necromancy,3,none,60 gp,-,"Devil's spit is a more potent form of unholy water, and acts in most ways like a vial of that substance. However, a direct hit by a flask of devil's spit deals 4d4 points of damage to good outsiders and lawful good creatures, 6d4 points of damage to lawful good outsiders, and 2d4 points of damage to all other good-aligned creatures. All creatures within 5 feet of the point where the flask hits take 2 points of damage if they are good outsiders or lawful good creatures, 3 points of damage if they are lawful good outsiders, and 1 point of damage if they are chaotic good or neutral good.  Devil's spit can also be used to charge a rod of burning blood (see below). A single vial of devil's spit provides 5 charges to that item. Charging a rod of burning blood with devil's spit is a standard action that provokes attacks of opportunity.","Craft Wondrous Items, curse water",30 gp,Wondrous Item,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Devil's Spit</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint necromancy; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>60 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p><i>Devil's spit</i> is a more potent form of unholy water, and acts in most ways like a vial of that substance. However, a direct hit by a flask of <i>devil's spit</i> deals 4d4 points of damage to good outsiders and lawful good creatures, 6d4 points of damage to lawful good outsiders, and 2d4 points of damage to all other good-aligned creatures. All creatures within 5 feet of the point where the flask hits take 2 points of damage if they are good outsiders or lawful good creatures, 3 points of damage if they are lawful good outsiders, and 1 point of damage if they are chaotic good or neutral good.  <i>Devil's spit</i> can also be used to charge a <i>rod of burning blood</i> (see below). A single vial of <i>devil's spit</i> provides 5 charges to that item. Charging a <i>rod of burning blood</i> with <i>devil's spit</i> is a standard action that provokes attacks of opportunity.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Items, <i>curse water</i>; <b>Cost </b>30 gp</h5></div>",,0,0,0,0,0,0,0,1,0,faint,0,60,30,,,NULL,4578,0,0,0,0,,0
Diabolus Bell,moderate abjuration,7,none,"16,000 gp",1 lb.,"This black, iron bell is inscribed with diabolical symbols. The spherical clapper is affixed to a chain, resembling a tyrant's ball and chain. Diabolus bells can be dedicated to other powers of Hell, such as archdevils. They act as divine foci for spells granted by associated patrons.  Once per day, when the wielder speaks a command word while ringing the bell (a standard action), lawful neutral or lawful evil creatures within a 20-foot radius that hear the toll and worship Asmodeus can say a prayer to Asmodeus as a move action to be affected as per ward the faithfulAPG. The supplication must be said before the beginning of the wielder's next turn and within 20 feet of the bell.  Chaotic or good creatures within a 20-foot radius that hear the toll must instead succeed at a DC 13 Will save or be affected as per doom. Creatures that are both chaotic and good that fail the Will save take 1d8 points of sonic damage and must succeed at a DC 13 Fortitude save or be stunned for 1 round.  Finally, any living creatures within a 20-foot radius that have -1 or fewer hit points must succeed at a DC 13 Will save or be slain as per death knell. At the beginning of the wielder's next turn, if the bell's death knell effect slew a creature, the wielder can then choose to grant the benefits of death knell to either himself or any one creature within sight that is benefiting from the bell's ward the faithful effect. Even if multiple enemy creatures fail their saving throws versus the death knell effect, only one creature gains the benefits.","Craft Wondrous Item, death knell, doom, sound burst, ward the faithfulAPG","8,000 gp",Wondrous Item,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Diabolus Bell</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration; <b>CL </b>7th</h5><h5><b>Slot </b>none; <b>Price </b>16,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This black, iron bell is inscribed with diabolical symbols. The spherical clapper is affixed to a chain, resembling a tyrant's ball and chain. <i>Diabolus bells</i> can be dedicated to other powers of Hell, such as archdevils. They act as divine foci for spells granted by associated patrons.  Once per day, when the wielder speaks a command word while ringing the bell (a standard action), lawful neutral or lawful evil creatures within a 20-foot radius that hear the toll and worship Asmodeus can say a prayer to Asmodeus as a move action to be affected as per <i>ward the</i> faithful<sup>APG</sup>. The supplication must be said before the beginning of the wielder's next turn and within 20 feet of the bell.  Chaotic or good creatures within a 20-foot radius that hear the toll must instead succeed at a DC 13 Will save or be affected as per <i>doom</i>. Creatures that are both chaotic and good that fail the Will save take 1d8 points of sonic damage and must succeed at a DC 13 Fortitude save or be stunned for 1 round.  Finally, any living creatures within a 20-foot radius that have -1 or fewer hit points must succeed at a DC 13 Will save or be slain as per <i>death knell</i>. At the beginning of the wielder's next turn, if the bell's <i>death knell</i> effect slew a creature, the wielder can then choose to grant the benefits of <i>death knell</i> to either himself or any one creature within sight that is benefiting from the bell's <i>ward the</i> faithful effect. Even if multiple enemy creatures fail their saving throws versus the <i>death knell</i> effect, only one creature gains the benefits.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>death knell</i>, <i>doom</i>, <i>sound burst</i>, <i>ward the faithful<sup>APG</sup></i>; <b>Cost </b>8,000 gp</h5></div>",,0,0,1,0,0,0,0,0,0,moderate,1,16000,8000,,,NULL,4579,0,0,0,0,,0
Eyes Of Embersight,moderate divination,9,eyes,"16,000 gp",-,"These two transparent red crystal lenses fit directly over the wearer's eyes. On command, the wearer can speak a prayer to Asmodeus as a standard action to be granted darkvision with a range of 60 feet; within that range, the wearer can see in darkness of any kind, including that created by deeper darkness. While the lenses are activated, they take on the appearance of  red-hot, glowing embers, making them extremely distinctive and foiling Disguise checks unless the wearer is disguised as someone or something with glowing red eyes.  The eyes of embersight work for a total of 9 minutes each day. These minutes need not be consecutive, but the eyes must be used in 1-minute increments. Both lenses must be worn by the same wearer for the magic item to take effect.","Craft Wondrous Item, true seeing","8,000 gp",Wondrous Item,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Eyes Of Embersight</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate divination; <b>CL </b>9th</h5><h5><b>Slot </b>eyes; <b>Price </b>16,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>These two transparent red crystal lenses fit directly over the wearer's eyes. On command, the wearer can speak a prayer to Asmodeus as a standard action to be granted darkvision with a range of 60 feet; within that range, the wearer can see in darkness of any kind, including that created by <i>deeper darkness</i>. While the lenses are activated, they take on the appearance of  red-hot, glowing embers, making them extremely distinctive and foiling Disguise checks unless the wearer is disguised as someone or something with glowing red eyes.  The <i>eyes of embersight</i> work for a total of 9 minutes each day. These minutes need not be consecutive, but the eyes must be used in 1-minute increments. Both lenses must be worn by the same wearer for the magic item to take effect.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>true seeing</i>; <b>Cost </b>8,000 gp</h5></div>",,0,0,0,0,1,0,0,0,0,moderate,0,16000,8000,,,NULL,4580,0,0,0,0,,0
Eyes Of The Damned,faint illusion,5,eyes,"15,000 gp",-,"These two clear crystal lenses fit directly over the wearer's eyes. When the wearer activates the lenses by speaking a prayer to Asmodeus as a standard action, her eyes appear to be replaced by orbs of impenetrable blackness. She gains a gaze attack until the beginning of her next turn. The wearer can choose a creature within 30 feet on which to gaze as part of the action of activating the lenses. The target creature must succeed at a DC 14 Will save or be affected as per vision of HellUM for 5 minutes, except that the effect is a phantasm, rather than glamer, and it follows the affected creature rather than affecting an area. An affected creature continues to see the terrifying hellscape for the duration, regardless of the creature's location.  As with vision of Hell, devils and all lawful evil creatures are immune to the effect caused by this item. The eyes of the damned can be activated up to three times per day. Both lenses must be worn by the same wearer for the magic item to take effect.","Craft Wondrous Item, vision of HellUM","7,500 gp",Wondrous Item,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Eyes Of The Damned</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint illusion; <b>CL </b>5th</h5><h5><b>Slot </b>eyes; <b>Price </b>15,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>These two clear crystal lenses fit directly over the wearer's eyes. When the wearer activates the lenses by speaking a prayer to Asmodeus as a standard action, her eyes appear to be replaced by orbs of impenetrable blackness. She gains a gaze attack until the beginning of her next turn. The wearer can choose a creature within 30 feet on which to gaze as part of the action of activating the lenses. The target creature must succeed at a DC 14 Will save or be affected as per <i>vision of</i> Hell<sup>UM</sup> for 5 minutes, except that the effect is a phantasm, rather than glamer, and it follows the affected creature rather than affecting an area. An affected creature continues to see the terrifying hellscape for the duration, regardless of the creature's location.  As with <i>vision of</i> Hell, devils and all lawful evil creatures are immune to the effect caused by this item. The <i>eyes of the damned</i> can be activated up to three times per day. Both lenses must be worn by the same wearer for the magic item to take effect.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>vision of Hell<sup>UM</sup></i>; <b>Cost </b>7,500 gp</h5></div>",,0,0,0,0,0,0,0,0,0,faint,0,15000,7500,,,NULL,4581,0,0,1,0,,0
Rod Of Burning Blood,moderate evocation,10,none,"11,050 gp",4 lbs.,"This rod of blackened iron is inset with rubies and functions as a +1 cunningUE light mace. Unholy water poured over the rod is absorbed, giving the rod 1 charge per vial. When the rod strikes a creature, the wielder can expend 1 charge from the rod to spray the creature with burning blood from the weapon's head. This burning blood deals 1d6 points of damage (half fire, half unholy).  Alternatively, the wielder can expend 5 charges at once to create a spray of burning blood in a 15-foot cone. Creatures in the area take 5d4 points of damage (half fire, half unholy; Reflex DC 17 half). The rod can hold at most 10 charges at any one time. Charging the rod with unholy water is a standard action that provokes attacks of opportunity.","Craft Magic Arms and Armor, Craft Rod, flame strike, true strike","5,525 gp",Weapon,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Rod Of Burning Blood</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate evocation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>11,050 gp; <b>Weight </b>4 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This rod of blackened iron is inset with rubies and functions as a <i>+1</i> cunning<sup>UE</sup> <i>light mace</i>. Unholy water poured over the rod is absorbed, giving the rod 1 charge per vial. When the rod strikes a creature, the wielder can expend 1 charge from the rod to spray the creature with burning blood from the weapon's head. This burning blood deals 1d6 points of damage (half fire, half unholy).  Alternatively, the wielder can expend 5 charges at once to create a spray of burning blood in a 15-foot cone. Creatures in the area take 5d4 points of damage (half fire, half unholy; Reflex DC 17 half). The rod can hold at most 10 charges at any one time. Charging the rod with unholy water is a standard action that provokes attacks of opportunity.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, Craft Rod, <i>flame strike</i>, <i>true strike</i>; <b>Cost </b>5,525 gp</h5></div>",,0,0,0,0,0,0,1,0,0,moderate,4,11050,5525,,+1 cunningUE light mace,NULL,4582,0,0,0,0,,0
Amulet Of Wind Defiance,moderate transmutation [air],9,neck,"10,000 gp",-,"This circular stone amulet is engraved with a fine, spiraling line that winds inward toward the center, creating the impression of a powerful vortex. The amulet surrounds the wearer with a reactive field that counters the negative effects of natural or magically controlled winds. The wearer treats all such effects as though she is under the influence of freedom of movement.","Craft Wondrous Item, control winds","5,000 gp",Wondrous Item,AP 112,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Amulet Of Wind Defiance</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation [air]; <b>CL </b>9th</h5><h5><b>Slot </b>neck; <b>Price </b>10,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This circular stone amulet is engraved with a fine, spiraling line that winds inward toward the center, creating the impression of a powerful vortex. The amulet surrounds the wearer with a reactive field that counters the negative effects of natural or magically controlled winds. The wearer treats all such effects as though she is under the influence of <i>freedom of movement</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>control winds</i>; <b>Cost </b>5,000 gp</h5></div>",,0,0,0,0,0,0,0,0,1,moderate,0,10000,5000,,,NULL,4583,0,0,0,0,,0
Lightning Trap Spheres,strong evocation [electricity],13,none,"2,000 gp",1 lb.,"These tiny spheres, crafted from a dull gray material and studded with tiny copper protuberances, come in sets of  four. As a standard action, a user can throw four or more spheres at a single target as a ranged touch attack with a 30-foot range increment. On a hit, the spheres explode outward, forming an immobile cage of semisolid lightning around the target. Any creature attempting to pass through the cage wall automatically takes 10d6 points of electricity damage. Four lightning trap spheres thrown simultaneously can capture a Medium target, eight spheres can capture a Large target, 12 spheres can capture a Huge target, and 16 spheres can capture a Gargantuan target. The trap persists for 1 minute for each set of spheres used, then dissipates, consuming the spheres in the process. The price above is for a set of four lightning trap spheres.","Craft Wondrous Item, forcecage, lightning bolt","1,000 gp",Wondrous Item,AP 112,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lightning Trap Spheres</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong evocation [electricity]; <b>CL </b>13th</h5><h5><b>Slot </b>none; <b>Price </b>2,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>These tiny spheres, crafted from a dull gray material and studded with tiny copper protuberances, come in sets of  four. As a standard action, a user can throw four or more spheres at a single target as a ranged touch attack with a 30-foot range increment. On a hit, the spheres explode outward, forming an immobile cage of semisolid lightning around the target. Any creature attempting to pass through the cage wall automatically takes 10d6 points of electricity damage. Four <i>lightning trap spheres</i> thrown simultaneously can capture a Medium target, eight spheres can capture a Large target, 12 spheres can capture a Huge target, and 16 spheres can capture a Gargantuan target. The trap persists for 1 minute for each set of spheres used, then dissipates, consuming the spheres in the process. The price above is for a set of four <i>lightning trap spheres</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>forcecage</i>, <i>lightning bolt</i>; <b>Cost </b>1,000 gp</h5></div>",,0,0,0,0,0,0,1,0,0,strong,1,2000,1000,,,NULL,4584,0,0,0,0,,0
Mnemonic Repository,faint divination [mind-affecting],3,none,"3,000 gp",1 lb.,"This device looks like a clear, fist-sized crystal with an internal lattice made up of nearly invisible strands of silver-white metal. By holding the crystal in both hands and concentrating, the user can record its own memories, storing the information in the crystal so that it can be retrieved later with perfect clarity. The crystal can store a nearly limitless amount of information, but the user must concentrate for 1 minute to record an amount of information that would require 10 minutes to communicate in other ways.  The information in a mnemonic repository can be recalled in a similar fashion, requiring 1 minute of concentration for each 10 minutes' worth of information gained, but the user must know the repository's mental keyword, which is set by the creature that recorded the memories. A mnemonic repository can be used to remove the effects of spells such as modify memory or repress memoryOA, as long as the user recorded its true memories prior to being affected by those spells, but the device cannot remove negative levels imposed by a mindwipeOA spell, nor can it restore previously cast spells.","Craft Wondrous Item, mindlinkOA","1,500 gp",Wondrous Item,AP 112,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mnemonic Repository</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint divination [mind-affecting]; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This device looks like a clear, fist-sized crystal with an internal lattice made up of nearly invisible strands of silver-white metal. By holding the crystal in both hands and concentrating, the user can record its own memories, storing the information in the crystal so that it can be retrieved later with perfect clarity. The crystal can store a nearly limitless amount of information, but the user must concentrate for 1 minute to record an amount of information that would require 10 minutes to communicate in other ways.  The information in a <i>mnemonic repository</i> can be recalled in a similar fashion, requiring 1 minute of concentration for each 10 minutes' worth of information gained, but the user must know the repository's mental keyword, which is set by the creature that recorded the memories. A <i>mnemonic repository</i> can be used to remove the effects of spells such as <i>modify memory</i> or <i>repress</i> memory<sup>OA</sup>, as long as the user recorded its true memories prior to being affected by those spells, but the device cannot remove negative levels imposed by a mindwipe<sup>OA</sup> spell, nor can it restore previously cast spells.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>mindlink<sup>OA</sup></i>; <b>Cost </b>1,500 gp</h5></div>",,0,0,0,0,1,0,0,0,0,faint,1,3000,1500,,,NULL,4585,0,0,0,0,,0
Everbloom Thorn,moderate transmutation,10,none,"6,320 gp",2 lbs.,"When the command word is spoken as a move action, this +1 morningstar transforms into a pendant in the shape of a single red rose that does not radiate magic. Only true seeing or similar magic reveals the true nature of this weapon.  Once per day as part of an initiative check, as long as she holds the everbloom thorn in its pendant shape in one hand, the wielder can cause the pendant to instantaneously transform back into its +1 morningstar form. When she does so, the wielder of the everbloom thorn adds her Charisma bonus (minimum of +1) to her initiative check.","Craft Arms and Armor, magic aura, shrink item","3,160 gp",Weapon,Paths Of The Righteous,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Everbloom Thorn</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>6,320 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>When the command word is spoken as a move action, this <i>+1 morningstar</i> transforms into a pendant in the shape of a single red rose that does not radiate magic. Only <i>true seeing</i> or similar magic reveals the true nature of this weapon.  Once per day as part of an initiative check, as long as she holds the <i>everbloom thorn</i> in its pendant shape in one hand, the wielder can cause the pendant to instantaneously transform back into its <i>+1 morningstar</i> form. When she does so, the wielder of the <i>everbloom thorn</i> adds her Charisma bonus (minimum of +1) to her initiative check.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Arms and Armor, <i>magic aura</i>, <i>shrink item</i>; <b>Cost </b>3,160 gp</h5></div>",,0,0,0,0,0,0,0,0,1,moderate,2,6320,3160,,+1 morningstar,NULL,4586,0,0,0,0,,0
Fey Map,moderate conjuration,9,none,"16,200 gp",-,"This stylized and labeled map of the First World constantly  shifts to reflect the relative locations of dozens of major geographical features, settlements, and other key locations. In addition, a tiny icon of whoever is currently holding the map appears at the user's current location, moving to track the bearer's progress as he travels. The map's scale is very large, covering thousands of square miles of territory, and has little detail outside of the artistic representations of key locations. Once per day, the user can fold the map so that his icon touches the icon of one of the named locations; rubbing them together allows the user to instantly transport himself and up to three other touched creatures to a point just outside that location, as per teleport.  Most fey maps acquired by residents of Golarion show only the region of the First World closest to their world on the Material Plane, but reports of those who have traveled beyond this region suggest that some maps are capable of recalibrating to show new locations unknown even to their creators. It's also not unheard of for strange new locations to appear spontaneously in familiar territory as the First World shifts.","Craft Wondrous Item, planar orientation, teleport","8,100 gp",Wondrous Item,The First World Realm Of The Fey,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Fey Map</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate conjuration; <b>CL </b>9th</h5><h5><b>Slot </b>none; <b>Price </b>16,200 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This stylized and labeled map of the First World constantly  shifts to reflect the relative locations of dozens of major geographical features, settlements, and other key locations. In addition, a tiny icon of whoever is currently holding the map appears at the user's current location, moving to track the bearer's progress as he travels. The map's scale is very large, covering thousands of square miles of territory, and has little detail outside of the artistic representations of key locations. Once per day, the user can fold the map so that his icon touches the icon of one of the named locations; rubbing them together allows the user to instantly transport himself and up to three other touched creatures to a point just outside that location, as per <i>teleport</i>.  Most <i>fey maps</i> acquired by residents of Golarion show only the region of the First World closest to their world on the Material Plane, but reports of those who have traveled beyond this region suggest that some maps are capable of recalibrating to show new locations unknown even to their creators. It's also not unheard of for strange new locations to appear spontaneously in familiar territory as the First World shifts.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>planar orientation</i>, <i>teleport</i>; <b>Cost </b>8,100 gp</h5></div>",,0,0,0,1,0,0,0,0,0,moderate,0,16200,8100,,,NULL,4587,0,0,0,0,,0
Planar Guide,faint divination,3,none,"5,400 gp",1/2 lb.,"This small brass device is shaped like a compass or clock, and is designed for travel on planes without magnetic poles or set geography. When activated via a mechanical trigger, its geared arms rotate around to point toward the stronghold of either the plane's ruler or the three closest approximations, as per planar orientation, with the name or holy symbol of the entity in question appearing on the arm. In addition, pressing a lever on the back side can cause the device to switch over to a portal-finding function that acts as per locate portal, with a range of 3 miles.  Planar guides are notoriously tricky to make, and most have a 5% chance each time they're consulted of having their magic twisted to lead the user astray, usually pointing toward a hazard (such as the lair of a dangerous creature). This chance is cumulative each time the guide is consulted, but resets to 5% as soon as the user encounters such a hazard. Planar guides without this flaw are rare and can easily cost twice as much as the standard model. At the same time, those with a higher percentage can be significantly cheaper, and are sometimes even given away freely to Material Plane travelers by locals-these last generally direct the user to a specific hazard known by the giver.","Craft Wondrous Item, locate portal, planar orientation","2,700 gp",Wondrous Item,The First World Realm Of The Fey,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Planar Guide</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint divination; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>5,400 gp; <b>Weight </b>1/2 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This small brass device is shaped like a compass or clock, and is designed for travel on planes without magnetic poles or set geography. When activated via a mechanical trigger, its geared arms rotate around to point toward the stronghold of either the plane's ruler or the three closest approximations, as per <i>planar orientation</i>, with the name or holy symbol of the entity in question appearing on the arm. In addition, pressing a lever on the back side can cause the device to switch over to a portal-finding function that acts as per <i>locate portal</i>, with a range of 3 miles.  <i>Planar guides</i> are notoriously tricky to make, and most have a 5% chance each time they're consulted of having their magic twisted to lead the user astray, usually pointing toward a hazard (such as the lair of a dangerous creature). This chance is cumulative each time the guide is consulted, but resets to 5% as soon as the user encounters such a hazard. <i>Planar guides</i> without this flaw are rare and can easily cost twice as much as the standard model. At the same time, those with a higher percentage can be significantly cheaper, and are sometimes even given away freely to Material Plane travelers by locals-these last generally direct the user to a specific hazard known by the giver.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>locate portal</i>, <i>planar orientation</i>; <b>Cost </b>2,700 gp</h5></div>",,0,0,0,0,1,0,0,0,0,faint,0.5,5400,2700,,,NULL,4588,0,0,0,0,,0
Crate Of Preservation,faint transmutation,5,none,"2,500 gp",60 lbs.,"A crate of preservation stores and keeps fresh any perishable food and drink during transport. Cold items remain cold and hot items stay hot. The preservation effects function indefinitely, though foods already spoiled before being placed within the crate are not  restored to health and vigor; they simply remain in their existing state of spoilage. The crate of preservation can hold up to 8 cubic feet of goods.","Craft Wondrous Item, endure elements, purify food and drink","1,250 gp",Wondrous Item,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Crate Of Preservation</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint transmutation; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>2,500 gp; <b>Weight </b>60 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>A <i>crate of preservation</i> stores and keeps fresh any perishable food and drink during transport. Cold items remain cold and hot items stay hot. The preservation effects function indefinitely, though foods already spoiled before being placed within the crate are not  restored to health and vigor; they simply remain in their existing state of spoilage. The <i>crate of preservation</i> can hold up to 8 cubic feet of goods.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>endure elements</i>, <i>purify food and drink</i>; <b>Cost </b>1,250 gp</h5></div>",,0,0,0,0,0,0,0,0,1,faint,60,2500,1250,,,NULL,4589,0,0,0,0,,0
Unbalanced Scales,faint illusion,3,none,"1,000 gp",1 lb.,"A set of unbalanced scales permits an unscrupulous merchant to conduct transactions with inaccurate weight results, but still pass inspections by commerce officials when necessary. The unbalanced scales normally provide an accurate measurement of weight, but by means of a command word, the user can cause the set of scales to provide a reading that is off (either lighter or heavier, as desired) by as much as 25%.","Craft Wondrous Item, prestidigitation",500 gp,Wondrous Item,Villain Codex,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Unbalanced Scales</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint illusion; <b>CL </b>3rd</h5><h5><b>Slot </b>none; <b>Price </b>1,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>A set of <i>unbalanced scales</i> permits an unscrupulous merchant to conduct transactions with inaccurate weight results, but still pass inspections by commerce officials when necessary. The <i>unbalanced scales</i> normally provide an accurate measurement of weight, but by means of a command word, the user can cause the set of scales to provide a reading that is off (either lighter or heavier, as desired) by as much as 25%.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>prestidigitation</i>; <b>Cost </b>500 gp</h5></div>",,0,0,0,0,0,0,0,0,0,faint,1,1000,500,,,NULL,4590,0,0,1,0,,0
